time,Import T1 kWh,Import T2 kWh,Export T1 kWh,Export T2 kWh,L1 max W,L2 max W,L3 max W
2025-02-03 00:00,4416199,4073814,3116930,6923544,2513,3462,32
2025-02-04 00:00,4427708,4086716,3116930,6931687,3779,649,39
2025-02-05 00:00,4437088,4104783,3116930,6932092,2468,1843,38
2025-02-06 00:00,4444368,4113814,3116930,6946720,2890,820,36
2025-02-07 00:00,4453307,4123660,3116930,6963360,2881,2340,37
2025-02-08 00:00,4464755,4140907,3116930,6966883,3788,1786,635
2025-02-09 00:00,4502507,4140907,3116994,6966883,2568,2569,32
2025-02-10 00:00,4523040,4140907,3127386,6966883,2785,1147,126
2025-02-11 00:00,4531908,4157635,3127386,6967275,3130,1875,34
2025-02-12 00:00,4543327,4182512,3127386,6967275,3574,2403,40
2025-02-13 00:00,4553767,4209429,3127386,6967275,3555,1949,40
2025-02-14 00:00,4564965,4230822,3127386,6967452,3141,711,36
2025-02-15 00:00,4575294,4250874,3127386,6967628,3467,609,630
2025-02-16 00:00,4606160,4250874,3127754,6967628,2943,1547,32
2025-02-17 00:00,4628620,4250874,3142216,6967628,3143,1418,691
2025-02-18 00:00,4646040,4260064,3142216,6989260,3662,547,696
2025-02-19 00:00,4661442,4273587,3142216,7012219,4305,2501,38
2025-02-20 00:00,4672596,4285434,3142216,7029051,3514,2802,40
2025-02-21 00:00,4681843,4295405,3142216,7031778,2384,955,39
2025-02-22 00:00,4685707,4300823,3142216,7048426,3788,3042,587
2025-02-23 00:00,4703363,4300823,3142503,7048426,2670,2076,40
2025-02-24 00:00,4718354,4300823,3152429,7048426,2448,1960,38
2025-02-25 00:00,4722763,4309679,3152429,7049018,2766,2108,131
2025-02-26 00:00,4728160,4317877,3152429,7053417,3933,1546,132
2025-02-27 00:00,4734539,4325708,3152429,7070091,2396,904,38
2025-02-28 00:00,4741914,4335472,3152429,7076354,2839,2043,34
2025-03-01 00:00,4748824,4344923,3152429,7082819,3589,1190,465
2025-03-02 00:00,4768909,4344923,3164530,7082819,2374,1784,38
2025-03-03 00:00,4783362,4344923,3190689,7082819,2220,2519,32
2025-03-04 00:00,4791862,4350874,3190689,7109726,2170,534,34
2025-03-05 00:00,4796886,4357861,3190689,7133890,2803,864,30
2025-03-06 00:00,4799143,4366032,3190689,7161547,3183,484,38
2025-03-07 00:00,4801967,4372565,3190689,7187510,3195,2604,39
2025-03-08 00:00,4804060,4379817,3190689,7215983,2269,300,38
2025-03-09 00:00,4807768,4379817,3213819,7215983,1809,752,147
2025-03-10 00:00,4812921,4379817,3240514,7215983,2447,478,38
2025-03-11 00:00,4814820,4384149,3240514,7245039,3371,633,35
2025-03-12 00:00,4817152,4391132,3240514,7258340,2678,2272,34
2025-03-13 00:00,4826049,4398210,3240514,7279574,3196,1571,38
2025-03-14 00:00,4833870,4408189,3240514,7290236,3131,1373,34
2025-03-15 00:00,4844734,4415405,3240514,7303924,2219,1829,35
2025-03-16 00:00,4861995,4415405,3264875,7303924,3043,2177,37
2025-03-17 00:00,4874409,4415405,3273356,7303924,2584,706,37
2025-03-18 00:00,4883342,4421594,3273356,7338670,2294,136,36
2025-03-19 00:00,4889027,4428565,3273356,7376299,3097,2704,37
2025-03-20 00:00,4894493,4436250,3273356,7409004,1765,107,35
2025-03-21 00:00,4896335,4438950,3273356,7434684,970,136,34
2025-03-22 00:00,4898157,4440023,3273356,7470912,2200,119,32
2025-03-23 00:00,4902218,4440023,3302243,7470912,865,106,37
2025-03-24 00:00,4905375,4440023,3314630,7470912,1518,614,37
2025-03-25 00:00,4906922,4442277,3314630,7494381,2301,1163,40
2025-03-26 00:00,4909147,4448478,3314630,7502336,1781,2046,38
2025-03-27 00:00,4914659,4455538,3314630,7506037,1717,895,39
2025-03-28 00:00,4924239,4458113,3314630,7540477,2325,1851,39
2025-03-29 00:00,4925938,4462357,3314630,7570072,3252,2512,411
2025-03-30 00:00,4933258,4462357,3338177,7570072,3126,884,142
2025-03-31 00:00,4940378,4462357,3351068,7570072,1385,745,38
2025-04-01 00:00,4944397,4464889,3351068,7595906,2205,857,35
2025-04-02 00:00,4949252,4471432,3351068,7632217,2062,759,36
2025-04-03 00:00,4952363,4473681,3351068,7668640,1254,738,36
2025-04-04 00:00,4954217,4475557,3351068,7705581,2217,1019,36
2025-04-05 00:00,4957530,4478604,3351068,7737983,2453,484,35
2025-04-06 00:00,4963661,4478604,3382385,7737983,2931,846,33
2025-04-07 00:00,4975191,4478604,3421486,7737983,1128,1521,36
2025-04-08 00:00,4977139,4480453,3421486,7774715,2190,681,37
2025-04-09 00:00,4979862,4483712,3421486,7808893,2069,2772,36
2025-04-10 00:00,4981733,4490580,3421486,7813635,2766,556,37
2025-04-11 00:00,4987439,4493433,3421486,7837746,1954,1217,35
2025-04-12 00:00,4989244,4495354,3421486,7867866,2282,973,35
2025-04-13 00:00,4993354,4495354,3453204,7867866,2811,1664,36
2025-04-14 00:00,4998540,4495354,3475677,7867866,1848,1747,39
2025-04-15 00:00,5000173,4497773,3475677,7887924,2206,435,59
2025-04-16 00:00,5001760,4501512,3475677,7911357,2172,2014,37
2025-04-17 00:00,5003211,4509533,3475677,7914635,1925,2630,38
2025-04-18 00:00,5004722,4514293,3475677,7917203,2648,1969,38
2025-04-19 00:00,5008880,4518097,3475677,7932219,4061,2072,35
2025-04-20 00:00,5013982,4518097,3505363,7932219,2236,2418,32
2025-04-21 00:00,5019103,4518097,3528578,7932219,2089,1562,35
2025-04-22 00:00,5025849,4518097,3532511,7932219,2113,524,39
2025-04-23 00:00,5028834,4522969,3532511,7943973,2234,1776,31
2025-04-24 00:00,5033388,4527971,3532511,7950180,2283,2137,33
2025-04-25 00:00,5036783,4535221,3532511,7952841,3536,1940,38
2025-04-26 00:00,5041239,4541455,3532511,7959400,2963,95,334
2025-04-27 00:00,5051323,4541455,3560764,7959400,956,805,36
2025-04-28 00:00,5054000,4541455,3602214,7959400,968,951,37
2025-04-29 00:00,5055677,4543113,3602214,7996191,2092,1339,37
2025-04-30 00:00,5057751,4545922,3602214,8031946,2053,484,36
2025-05-01 00:00,5059310,4547702,3602214,8068498,2317,791,37
2025-05-02 00:00,5062003,4549061,3602214,8103781,2606,1541,35
2025-05-03 00:00,5064244,4552272,3602214,8123989,2739,2942,34
2025-05-04 00:00,5071966,4552272,3616147,8123989,895,1612,35
2025-05-05 00:00,5075158,4552272,3637422,8123989,1489,100,34
2025-05-06 00:00,5076715,4553071,3637422,8162472,1012,87,33
2025-05-07 00:00,5078426,4553734,3637427,8181006,924,100,32
2025-05-08 00:00,5080105,4554261,3637436,8221145,2352,543,32
2025-05-09 00:00,5082087,4556287,3637436,8247753,2153,1705,40
2025-05-10 00:00,5085191,4558395,3637436,8285526,3215,969,34
2025-05-11 00:00,5088693,4558395,3666952,8285526,3514,2747,33
2025-05-12 00:00,5101335,4558395,3686333,8285526,2306,554,33
2025-05-13 00:00,5102827,4561874,3686333,8295631,2633,827,35
2025-05-14 00:00,5105098,4565283,3686335,8315330,2550,726,32
2025-05-15 00:00,5107561,4570961,3686360,8325506,2224,824,35
2025-05-16 00:00,5109163,4574968,3686361,8342463,2080,103,34
2025-05-17 00:00,5112180,4576658,3686367,8355957,2348,1869,38
2025-05-18 00:00,5114722,4576658,3720459,8355957,808,116,34
2025-05-19 00:00,5116768,4576658,3757669,8355957,1963,2587,36
2025-05-20 00:00,5118341,4578543,3757680,8393996,2137,740,39
2025-05-21 00:00,5119821,4581448,3757682,8432153,2015,1960,37
2025-05-22 00:00,5121234,4584424,3757713,8456698,1710,1503,34
2025-05-23 00:00,5122724,4586341,3757720,8484553,3505,837,149
2025-05-24 00:00,5124562,4588944,3757743,8512792,4128,1697,370
2025-05-25 00:00,5132089,4588944,3767054,8512792,1876,633,38
2025-05-26 00:00,5135440,4588944,3779023,8512792,1945,1401,34
2025-05-27 00:00,5136768,4590983,3779058,8537590,3480,1031,38
2025-05-28 00:00,5138284,4595937,3779058,8549890,4562,1991,38
2025-05-29 00:00,5139723,4599846,3779058,8569589,2270,3994,37
2025-05-30 00:00,5151344,4599846,3784038,8569589,1911,591,38
2025-05-31 00:00,5152670,4600543,3784051,8593948,3081,103,166
2025-06-01 00:00,5155111,4600543,3813898,8593948,2424,2931,37
2025-06-02 00:00,5159283,4600543,3833327,8593948,1904,1778,36
2025-06-03 00:00,5160895,4602394,3833327,8624055,2345,1761,35
2025-06-04 00:00,5162844,4605464,3833348,8643548,2019,2418,38
2025-06-05 00:00,5164248,4608747,3833353,8657593,2491,1710,33
2025-06-06 00:00,5165731,4611683,3833406,8672564,1955,1857,34
2025-06-07 00:00,5167161,4614285,3833406,8695889,3934,1146,357
2025-06-08 00:00,5173290,4614285,3842655,8695889,2015,1917,39
2025-06-09 00:00,5177060,4614285,3854824,8695889,1720,471,32
2025-06-10 00:00,5180383,4614285,3873335,8695889,2379,2236,37
2025-06-11 00:00,5181711,4618301,3873335,8707658,3446,855,34
2025-06-12 00:00,5183669,4619909,3873355,8737723,1970,2253,35
2025-06-13 00:00,5185198,4621414,3873367,8773072,2199,102,34
2025-06-14 00:00,5186482,4623644,3873369,8800497,4442,355,259
2025-06-15 00:00,5191753,4623644,3886796,8800497,2414,1949,34
2025-06-16 00:00,5196878,4623644,3904303,8800497,2199,1764,33
2025-06-17 00:00,5199361,4625476,3904314,8821696,2256,706,32
2025-06-18 00:00,5200667,4628281,3904328,8847485,1695,1673,35
2025-06-19 00:00,5202107,4629984,3904356,8872392,1800,250,33
2025-06-20 00:00,5203623,4630752,3904363,8908815,2155,1561,36
2025-06-21 00:00,5206816,4632154,3904376,8947057,2814,680,38
2025-06-22 00:00,5209111,4632154,3931482,8947057,3393,2432,36
2025-06-23 00:00,5214869,4632154,3941756,8947057,1655,1841,36
2025-06-24 00:00,5216217,4635085,3941762,8974114,1913,1127,33
2025-06-25 00:00,5217548,4636940,3941780,8984264,2494,1928,34
2025-06-26 00:00,5218858,4640584,3941790,8994025,2296,2022,36
2025-06-27 00:00,5220668,4645652,3941801,9000972,572,279,37
2025-06-28 00:00,5222064,4646293,3941801,9017853,3715,1770,443
2025-06-29 00:00,5228442,4646293,3951015,9017853,2733,1288,34
2025-06-30 00:00,5232741,4646293,3974690,9017853,1604,568,39
2025-07-01 00:00,5234263,4647038,3974690,9048524,1545,897,39
2025-07-02 00:00,5235780,4649137,3974690,9075966,2222,1562,36
2025-07-03 00:00,5237054,4651977,3974710,9093686,1355,802,35
2025-07-04 00:00,5238450,4653160,3974737,9125304,2251,1119,35
2025-07-05 00:00,5239841,4655273,3974741,9152568,3417,1607,336
2025-07-06 00:00,5246336,4655273,3985152,9152568,924,931,39
2025-07-07 00:00,5248830,4655273,3994129,9152568,2540,812,34
2025-07-08 00:00,5250995,4658017,3994150,9164959,2251,719,38
2025-07-09 00:00,5252391,4660278,3994168,9182294,3837,2237,36
2025-07-10 00:00,5254139,4665218,3994173,9204957,1899,992,34
2025-07-11 00:00,5255772,4666396,3994173,9222944,2280,306,39
2025-07-12 00:00,5258390,4669154,3994175,9241559,2416,1654,35
2025-07-13 00:00,5262239,4669154,4016875,9241559,1379,1152,36
2025-07-14 00:00,5265434,4669154,4046999,9241559,1643,1596,33
2025-07-15 00:00,5266791,4670460,4046999,9262746,1945,807,35
2025-07-16 00:00,5268272,4672384,4046999,9283313,3893,136,36
2025-07-17 00:00,5269661,4674258,4047003,9307960,1894,4687,36
2025-07-18 00:00,5271138,4678167,4047003,9318220,1955,621,34
2025-07-19 00:00,5272809,4680199,4047003,9327133,3445,621,33
2025-07-20 00:00,5278330,4680199,4067560,9327133,2017,1735,39
2025-07-21 00:00,5282203,4680199,4083852,9327133,1329,1607,37
2025-07-22 00:00,5283670,4681717,4083852,9350797,1811,776,35
2025-07-23 00:00,5285225,4683103,4083852,9362920,1968,328,33
2025-07-24 00:00,5286643,4685682,4083852,9384749,1790,1844,33
2025-07-25 00:00,5288347,4687821,4083852,9400866,2065,1988,38
2025-07-26 00:00,5290197,4690839,4083852,9409037,3148,1450,132
2025-07-27 00:00,5297065,4690839,4092009,9409037,2089,640,38
2025-07-28 00:00,5301108,4690839,4107569,9409037,1711,1508,38
2025-07-29 00:00,5302524,4692115,4107569,9436252,1601,2006,39
2025-07-30 00:00,5303932,4693871,4107569,9452560,2051,1294,31
2025-07-31 00:00,5305547,4697664,4107579,9458626,2112,2227,38
2025-08-01 00:00,5307001,4700040,4107579,9474842,2109,1430,36
2025-08-02 00:00,5308363,4701228,4107580,9497679,3358,113,413
2025-08-03 00:00,5312693,4701228,4116680,9497679,2971,1701,36
2025-08-04 00:00,5316203,4701228,4140282,9497679,1443,1283,35
2025-08-05 00:00,5317570,4703404,4140282,9509993,1509,1115,33
2025-08-06 00:00,5319093,4704635,4140282,9532605,3462,2011,34
2025-08-07 00:00,5320552,4707152,4140282,9553168,1571,528,34
2025-08-08 00:00,5321997,4708393,4140282,9575404,768,1909,37
2025-08-09 00:00,5323424,4710062,4140282,9607112,2469,4442,36
2025-08-10 00:00,5329423,4710062,4164879,9607112,2965,2019,31
2025-08-11 00:00,5332693,4710062,4198815,9607112,806,1153,34
2025-08-12 00:00,5334156,4711297,4198815,9640680,1447,855,35
2025-08-13 00:00,5335609,4712150,4198815,9664975,447,110,32
2025-08-14 00:00,5336997,4712743,4198815,9698869,2302,106,35
2025-08-15 00:00,5339385,4713390,4198815,9732274,398,130,40
2025-08-16 00:00,5340748,4714103,4198815,9759171,2936,617,65
2025-08-17 00:00,5347079,4714103,4217816,9759171,2372,2102,39
2025-08-18 00:00,5353205,4714103,4228862,9759171,2182,1319,35
2025-08-19 00:00,5354600,4716479,4228862,9788735,1316,858,37
2025-08-20 00:00,5356124,4717612,4228862,9820003,2175,1966,32
2025-08-21 00:00,5357571,4720454,4228862,9853604,2763,1966,37
2025-08-22 00:00,5359096,4723470,4228862,9869676,2074,589,38
2025-08-23 00:00,5360526,4726123,4228862,9880000,3071,511,111
2025-08-24 00:00,5364988,4726123,4244431,9880000,2407,1894,38
2025-08-25 00:00,5369580,4726123,4263822,9880000,1890,764,35
2025-08-26 00:00,5371404,4728230,4263822,9895894,931,1031,132
2025-08-27 00:00,5372586,4730103,4263822,9916665,2279,1432,38
2025-08-28 00:00,5375305,4731793,4263822,9938347,937,929,35
2025-08-29 00:00,5376945,4732945,4263822,9955652,847,1334,34
2025-08-30 00:00,5378592,4734413,4263822,9980691,2852,124,326
2025-08-31 00:00,5382388,4734413,4283006,9980691,1955,2061,131
2025-09-01 00:00,5388380,4734413,4299479,9980691,2988,2082,38
2025-09-02 00:00,5389852,4736972,4299479,9996807,2558,2035,38
2025-09-03 00:00,5391809,4740583,4299479,10016038,3295,1904,38
2025-09-04 00:00,5393253,4744601,4299479,10026909,1650,1691,35
2025-09-05 00:00,5394929,4746488,4299479,10045232,2234,338,35
2025-09-06 00:00,5397319,4748258,4299479,10068323,3368,1397,169
2025-09-07 00:00,5402611,4748258,4320047,10068323,655,657,38
2025-09-08 00:00,5405968,4748258,4354924,10068323,2316,920,39
2025-09-09 00:00,5407532,4752794,4354924,10077892,2204,2317,37
2025-09-10 00:00,5409070,4757920,4354924,10079590,2397,925,34
2025-09-11 00:00,5411854,4761041,4354924,10104987,1235,1615,38
2025-09-12 00:00,5413274,4763445,4354924,10128419,2161,2692,38
2025-09-13 00:00,5415976,4767020,4354924,10150117,3202,1162,561
2025-09-14 00:00,5423927,4767020,4366641,10150117,2324,2828,37
2025-09-15 00:00,5431672,4767020,4381986,10150117,2224,2039,36
2025-09-16 00:00,5433138,4770109,4381986,10172227,2620,851,38
2025-09-17 00:00,5434865,4773683,4381986,10186343,2479,1018,40
2025-09-18 00:00,5436390,4778564,4381986,10191255,2275,1899,40
2025-09-19 00:00,5438236,4783497,4381986,10195798,2043,784,36
2025-09-20 00:00,5440284,4785010,4381986,10227045,3738,3092,687
2025-09-21 00:00,5451485,4785010,4389294,10227045,2794,1841,38
2025-09-22 00:00,5456089,4785010,4398919,10227045,1910,1054,34
2025-09-23 00:00,5457709,4788521,4398919,10253440,1966,558,32
2025-09-24 00:00,5459357,4791029,4398919,10283010,2013,1003,39
2025-09-25 00:00,5461199,4794662,4398919,10315517,1480,1360,38
2025-09-26 00:00,5462887,4796834,4398919,10344478,1351,142,37
2025-09-27 00:00,5464480,4798223,4398919,10371300,3507,128,557
2025-09-28 00:00,5472392,4798223,4403601,10371300,3749,1003,37
2025-09-29 00:00,5479002,4798223,4417758,10371300,1764,2071,31
2025-09-30 00:00,5480745,4801670,4417758,10380104,2167,765,36
2025-10-01 00:00,5482455,4805045,4417758,10402206,2814,1257,29
2025-10-02 00:00,5484126,4808287,4417758,10427635,1602,590,33
2025-10-03 00:00,5485929,4810811,4417758,10451894,3151,2407,38
2025-10-04 00:00,5487806,4819624,4417758,10454658,3405,1403,532
2025-10-05 00:00,5497853,4819624,4425864,10454658,3044,1892,42
2025-10-06 00:00,5509752,4819624,4429116,10454658,2674,1340,40
2025-10-07 00:00,5513241,4827151,4429116,10456250,1942,2095,39
2025-10-08 00:00,5514713,4831391,4429116,10462220,2347,1269,39
2025-10-09 00:00,5516399,4838190,4429116,10464682,2422,857,142
2025-10-10 00:00,5519433,4843490,4429116,10470748,4768,2108,39
2025-10-11 00:00,5521630,4847819,4429116,10483132,3965,1037,627
2025-10-12 00:00,5532960,4847819,4429852,10483132,2752,2872,38
2025-10-13 00:00,5542320,4847819,4432773,10483132,2114,1774,39
2025-10-14 00:00,5544034,4852079,4432773,10496586,2196,1338,38
2025-10-15 00:00,5546085,4856819,4432773,10505600,4085,1383,38
2025-10-16 00:00,5548282,4863292,4432773,10510947,2214,1761,38
2025-10-17 00:00,5552028,4870189,4432773,10518649,1744,606,37
2025-10-18 00:00,5554586,4873608,4432773,10531301,2549,2124,37
2025-10-19 00:00,5562811,4873608,4450705,10531301,1878,1530,38
2025-10-20 00:00,5573337,4873608,4460334,10531301,2977,891,30
2025-10-21 00:00,5576348,4880907,4460334,10535095,2320,1944,39
2025-10-22 00:00,5578680,4888630,4460334,10538702,2410,898,140
2025-10-23 00:00,5581533,4892934,4460334,10548122,2228,845,114
2025-10-24 00:00,5584664,4897981,4460334,10554412,3106,1470,35
2025-10-25 00:00,5589222,4905005,4460334,10565764,3563,151,622
2025-10-26 00:00,5604721,4905005,4464219,10565764,2994,2130,33
2025-10-27 00:00,5613464,4905005,4473019,10565764,2498,1391,36
2025-10-28 00:00,5619407,4913197,4473019,10573732,2563,2616,36
2025-10-29 00:00,5624771,4918789,4473019,10585227,3423,1252,38
2025-10-30 00:00,5630018,4924917,4473019,10588937,2714,1004,36
2025-10-31 00:00,5634038,4932363,4473019,10607795,2496,2730,40
2025-11-01 00:00,5638461,4940059,4473019,10610766,3709,2494,676
2025-11-02 00:00,5655556,4940059,4473116,10610766,2137,2052,36
2025-11-03 00:00,5662422,4940059,4485879,10610766,2117,117,34
2025-11-04 00:00,5667563,4944181,4485879,10611733,861,112,36
2025-11-05 00:00,5670104,4946532,4485879,10620580,1083,102,36
2025-11-06 00:00,5672995,4948699,4485879,10636053,2007,93,37
2025-11-07 00:00,5677316,4950932,4485879,10651014,2098,112,38
2025-11-08 00:00,5682216,4954923,4485879,10651645,3785,114,603
2025-11-09 00:00,5695122,4954923,4486989,10651645,1034,111,38
2025-11-10 00:00,5702044,4954923,4496326,10651645,1202,112,36
2025-11-11 00:00,5706541,4961702,4496326,10652760,1279,112,37
2025-11-12 00:00,5709938,4965056,4496326,10663982,2109,2319,38
2025-11-13 00:00,5714671,4968950,4496326,10665968,2118,110,38
2025-11-14 00:00,5718203,4972472,4496326,10672092,5136,1364,154
2025-11-15 00:00,5721640,4986720,4496326,10672092,3633,106,668
2025-11-16 00:00,5746421,4986720,4496326,10672092,1451,107,40
2025-11-17 00:00,5761428,4986720,4508660,10672092,1383,111,30
2025-11-18 00:00,5766876,4993832,4508660,10687327,1661,2014,129
2025-11-19 00:00,5774171,5005674,4508660,10689285,2076,138,36
2025-11-20 00:00,5782085,5017283,4508660,10689491,3121,2042,35
2025-11-21 00:00,5792039,5032756,4508660,10691458,2625,169,33
2025-11-22 00:00,5804047,5046756,4508660,10697673,3539,150,611
2025-11-23 00:00,5836159,5046756,4512045,10697673,2071,129,39
2025-11-24 00:00,5868155,5046756,4512540,10697673,2393,112,34
2025-11-25 00:00,5875308,5053195,4512540,10707835,3715,433,39
2025-11-26 00:00,5884781,5069955,4512540,10707843,3788,886,38
2025-11-27 00:00,5898033,5085589,4512540,10714869,2682,704,41
2025-11-28 00:00,5907126,5100016,4512540,10714869,2105,641,39
2025-11-29 00:00,5911602,5109358,4512540,10715048,3498,2001,554
2025-11-30 00:00,5931312,5109358,4512713,10715048,2575,1307,40
2025-12-01 00:00,5947013,5109358,4522924,10715048,2122,1254,39
2025-12-02 00:00,5953796,5122305,4522924,10715382,3178,1996,32
2025-12-03 00:00,5959947,5135972,4522924,10715411,2945,1660,35
2025-12-04 00:00,5966066,5149352,4522924,10715439,3012,906,120
2025-12-05 00:00,5968776,5163941,4522924,10716275,2154,1843,38
2025-12-06 00:00,5976912,5178243,4522924,10717964,2858,137,39
2025-12-07 00:00,6002599,5178243,4522924,10717964,3756,2569,36
2025-12-08 00:00,6017579,5178243,4523032,10717964,2248,2165,113
2025-12-09 00:00,6021388,5186960,4523032,10718957,2492,1117,40
2025-12-10 00:00,6024469,5196832,4523032,10719384,2693,2999,122
2025-12-11 00:00,6028108,5213888,4523032,10719885,2024,913,40
2025-12-12 00:00,6033869,5224057,4523032,10720883,2703,771,33
2025-12-13 00:00,6040604,5234944,4523032,10722427,2809,1961,38
2025-12-14 00:00,6055301,5234944,4528424,10722427,2783,2269,40
2025-12-15 00:00,6076204,5234944,4528968,10722427,2442,2172,33
2025-12-16 00:00,6081670,5249327,4528968,10722486,2488,1321,34
2025-12-17 00:00,6087588,5259083,4528968,10724658,2727,2930,38
2025-12-18 00:00,6092897,5272867,4528968,10724658,2041,883,125
2025-12-19 00:00,6099674,5284061,4528968,10724702,2877,2072,40
2025-12-20 00:00,6104631,5296810,4528968,10725060,2583,916,38
2025-12-21 00:00,6126940,5296810,4529038,10725060,2286,1475,39
2025-12-22 00:00,6143283,5296810,4533314,10725060,2148,2202,40
2025-12-23 00:00,6149704,5314579,4533314,10725060,3260,1867,41
2025-12-24 00:00,6159643,5339162,4533314,10725060,2594,2045,37
2025-12-25 00:00,6170879,5357915,4533314,10729547,2143,100,36
2025-12-26 00:00,6199947,5357915,4544406,10729547,2760,152,124
2025-12-27 00:00,6230136,5357915,4552956,10729547,2637,2367,135
2025-12-28 00:00,6260705,5357915,4553206,10729547,2302,478,38
2025-12-29 00:00,6288259,5357915,4554221,10729547,2240,794,40
2025-12-30 00:00,6297149,5371490,4554221,10730737,2910,2042,129
2025-12-31 00:00,6305737,5386167,4554221,10737668,2035,999,29
2026-01-01 00:00,6315382,5399183,4554221,10738373,2030,487,108
2026-01-02 00:00,6341499,5399183,4554899,10738373,4775,803,131
2026-01-03 00:00,6353251,5428022,4554899,10739167,3639,2022,588
2026-01-04 00:00,6390268,5428022,4555231,10739167,3230,755,39
2026-01-05 00:00,6418400,5428022,4560342,10739167,3420,737,41
2026-01-06 00:00,6430317,5450506,4560342,10739207,2719,1982,39
2026-01-07 00:00,6442383,5471087,4560342,10745354,3200,1901,681
2026-01-08 00:00,6456419,5501447,4560342,10745354,2366,1215,38
2026-01-09 00:00,6464944,5517723,4560342,10745582,4071,1163,684
2026-01-10 00:00,6478146,5552628,4560342,10745582,3600,2314,697
2026-01-11 00:00,6528425,5552628,4561060,10745582,3573,107,687
2026-01-12 00:00,6573583,5552628,4563494,10745582,3123,1512,110
2026-01-13 00:00,6584357,5571532,4563494,10745582,2157,1198,37
2026-01-14 00:00,6589699,5580854,4563494,10745703,2664,2489,37
2026-01-15 00:00,6597056,5593134,4563494,10760301,2222,1051,41
2026-01-16 00:00,6603508,5603530,4563494,10760312,2793,3470,37
2026-01-17 00:00,6608809,5615167,4563494,10761940,2977,1564,38
2026-01-18 00:00,6624049,5615167,4568622,10761940,2620,4769,36
2026-01-19 00:00,6660304,5615167,4568622,10761940,2522,655,39
2026-01-20 00:00,6669745,5626989,4568622,10771946,2491,910,39
2026-01-21 00:00,6681013,5639518,4568622,10783938,3471,2361,40
2026-01-22 00:00,6693993,5660740,4568622,10784878,3380,777,706
2026-01-23 00:00,6714106,5679293,4568622,10793710,2263,560,41
2026-01-24 00:00,6726753,5698282,4568622,10797822,4726,2021,693
2026-01-25 00:00,6773422,5698282,4568622,10797822,3959,510,686
2026-01-26 00:00,6818985,5698282,4568622,10797822,3433,1384,111
2026-01-27 00:00,6830580,5723690,4568622,10797838,2811,1222,33
2026-01-28 00:00,6841713,5747632,4568622,10797852,2711,2283,35
2026-01-29 00:00,6854271,5773943,4568622,10797852,3148,751,40
2026-01-30 00:00,6865984,5798795,4568622,10797852,3977,879,37
2026-01-31 00:00,6877511,5821319,4568622,10803195,4401,3035,625
2026-02-01 00:00,6914848,5821319,4568663,10803195,3052,2675,36
2026-02-02 00:00,6946297,5821319,4572412,10803195,3189,2009,692
2026-02-03 00:00,6964548,5840880,4572412,10809046,3312,774,692
2026-02-04 00:00,6989701,5868086,4572412,10811260,4017,1022,697
2026-02-05 00:00,7012408,5893748,4572412,10811330,3998,2219,695
2026-02-06 00:00,7035579,5925762,4572412,10811330,4801,2754,706
2026-02-07 00:00,7053718,5952481,4572412,10811330,4385,2981,600
2026-02-08 00:00,7086642,5952481,4572736,10811330,2356,1065,35
2026-02-09 00:00,7112342,5952481,4572859,10811330,2736,2040,41
2026-02-10 00:00,7123520,5972363,4572859,10811473,3308,1100,36
2026-02-11 00:00,7134401,5989327,4572859,10811937,2291,931,40
2026-02-12 00:00,7140329,6002109,4572859,10812173,2721,2028,37
2026-02-13 00:00,7146377,6020188,4572859,10812374,3160,1041,38
2026-02-14 00:00,7158291,6041338,4572859,10812846,3254,762,31
2026-02-15 00:00,7184528,6041338,4583115,10812846,3937,2050,690
2026-02-16 00:00,7220461,6041338,4595759,10812846,2852,888,38
2026-02-17 00:00,7232702,6059748,4595759,10813559,2304,795,38
2026-02-18 00:00,7242400,6073927,4595759,10820343,3374,3025,675
2026-02-19 00:00,7252762,6088292,4595759,10834689,3473,2007,696
2026-02-20 00:00,7273126,6101227,4595759,10851634,4007,1386,35
2026-02-21 00:00,7285451,6122087,4595759,10851636,3736,3719,595
2026-02-22 00:00,7310027,6122087,4596974,10851636,2129,708,34
2026-02-23 00:00,7322545,6122087,4597386,10851636,1003,121,36
2026-02-24 00:00,7327592,6128504,4597386,10854873,2107,103,37
2026-02-25 00:00,7334252,6131700,4597386,10865509,897,99,37
2026-02-26 00:00,7337340,6133816,4597386,10892052,909,99,38
2026-02-27 00:00,7339614,6136292,4597386,10910334,2128,103,38
2026-02-28 00:00,7344431,6138926,4597386,10918010,3651,114,636
2026-03-01 00:00,7360784,6138926,4601705,10918010,2329,553,36
2026-03-02 00:00,7373668,6138926,4619859,10918010,2411,856,30
2026-03-03 00:00,7378128,6143630,4619859,10946512,2172,837,37
2026-03-04 00:00,7380379,6149302,4619859,10972053,2696,1367,33
2026-03-05 00:00,7389152,6156944,4619859,10995248,2096,2464,36
2026-03-06 00:00,7393847,6163281,4619859,11020610,2945,2818,35
2026-03-07 00:00,7395696,6169363,4619859,11039866,3509,2134,432
2026-03-08 00:00,7412807,6169363,4621203,11039866,2015,1363,38
2026-03-09 00:00,7423936,6169363,4638416,11039866,1613,2082,36
2026-03-10 00:00,7429817,6174756,4638416,11062051,2269,583,28
2026-03-11 00:00,7434409,6180979,4638416,11070284,2664,1327,35
2026-03-12 00:00,7440071,6190689,4638416,11070943,2800,503,38
